Unnamed: 0.1,language,rating,category,text
1499,russian,5.0,perfumes,"запах нестойкий 
"
1500,russian,4.0,perfumes,"аромат мой любимый . нестойкий . 
"
1501,russian,5.0,perfumes,"доставка быстрый срок . быть заказывать вы . отличный аромат . давно пользоваться . оригинал не проверять ,  т . к . не необходимость . пахнуть также очень стойкий . 
"
1502,russian,5.0,perfumes,"парфюм очень хороший оригинал ,  упаковка не повреждать . запах любимый )  доставка супер . 
"
1503,russian,5.0,perfumes,"первый заказывать парфюм вы . оригинал 100 % . один 
"
1504,russian,5.0,perfumes,"i love love парфюм ,  шикарный запах ,  очень сильно нравиться 
"
1506,russian,5.0,perfumes,"обожать запах ,  очень клевый . минус не стойкий ,  хотеться бы . 
"
1507,russian,5.0,perfumes,"все отлично ,  запах супер . второй заказывать . быстро доставлять ,  спасибо 
"
1508,russian,5.0,perfumes,"запах не кто-то не нравиться 
"
1509,russian,5.0,perfumes,"оригинал оригинал . запах божественный . 
"
1510,russian,5.0,perfumes,"приятный запах . 
"
1511,russian,5.0,perfumes,"любимый парфюм . спасибо 
"
1512,russian,5.0,perfumes,"супер парфюм . приобретать муж . оригинал ,  аромат очень стойкий ненавязчивый . 
"
1514,russian,5.0,perfumes,"понравиться весь ! спасибо kaspi . kz 
"
1515,russian,5.0,perfumes,"шикарный ! 
"
1516,russian,5.0,perfumes,"довольный самый главное ,  оригинал . 
"
1517,russian,1.0,perfumes,"запах очень приятный легкий . выветриваться быстро ,  час запах . деньги ветер . 
"
1518,russian,5.0,perfumes,"любительница восточный - цветочный аромат рекомендовать ! дух сказочный ,  аромат очень стойкий ,  шлейф нереальный ,  замечать аромат ,  слышать комплимент немой . впервые купить духи тесто ,  не ошибаться ! доставка скоростной ,  3 день ,  хотеться отмечать ! спасибо интернет - магазин  "" мон ""  каспи ! 
"
1519,russian,5.0,perfumes,"первый покупка интернет - магазин не разочаровывать :  вовремя ,  упаковка не нарушать самый главное оригинал . 
"
1520,russian,1.0,perfumes,"запах нестойкий . 
"
1521,russian,5.0,perfumes,"стойкий ,  очень приятный аромат 
"
1522,russian,5.0,perfumes,"сладкий ,  приятный ,  нежный аромат 
"
1523,russian,5.0,perfumes,"хороший духи ! 
"
1525,russian,5.0,perfumes,"запах классный ,  женя понравиться 
"
1526,russian,5.0,perfumes,"спасибо доставка любимый аромат . 
"
1527,russian,5.0,perfumes,"офигеный ,  очень сильно понравиться стойкий аромат . 
"
1528,russian,2.0,perfumes,"не стойкий . 
"
1531,russian,5.0,perfumes,"быстрый доставка ,  аромат замечательный 
"
1533,russian,5.0,perfumes,"стойкий ,  приятный ,  нежный запах . очень понравиться . 
"
1534,russian,1.0,perfumes,"духи нестойкий ,  рано прямой супер ,  стойкость не такой . очень разочаровываться ! 
"
1535,russian,5.0,perfumes,"доставка рано срок прибывать ,  хотеть хороший парфюм ,  приятно звучать 
"
1536,russian,4.0,perfumes,"приятный запах . нестойкий . 
"
1538,russian,5.0,perfumes,"очень понравиться . любимый парфюм минус нет )
"
1539,russian,4.0,perfumes,"доставка быстрый ,  рано время . стойкость 4 балл . целое цена нормально 
"
1540,russian,5.0,perfumes,"качество отличный . аромат божественный 
"
1541,russian,5.0,perfumes,"парфюм хороший ,  любимый аромат )  спасибо каспи магазин такой возможность курьер отвратительный ,  вечный проблема служба exline 
"
1542,russian,3.0,perfumes,"нет стойкость аромат . 
"
1543,russian,5.0,perfumes,"запах просто суперский . главное стойкий 
"
1544,russian,3.0,perfumes,"привозить рано ,  предполагаться . цена не малый ,  стойкость долго не хватать . очень жалко . 
"
1545,russian,5.0,perfumes,"супер понравиться духи ,  обалденный запах 
"
1546,russian,5.0,perfumes,"заказывать не первый довольный ! доставка быстрый ,  товар высокий уровень ! спасибо большой каспи ! бонус 5 %  отдельный благодарность ! 
"
1547,russian,5.0,perfumes,"любимый аромат . стойкий . спасибо каспи возможность купить товар рассрочка . 
"
1548,russian,5.0,perfumes,"товар приходить вовремя ! понравиться . аромат стойкий ! 
"
1549,russian,5.0,perfumes,"отличный продукт ,  довольный 
"
1550,russian,5.0,perfumes,"супер аромат . стойкий . сезон 
"
1551,russian,5.0,perfumes,"любимый аромат 
"
1552,russian,5.0,perfumes,"супер 
"
1553,russian,5.0,perfumes,"быстро доставлять ! запах нежный ,  стойкий . 
"
1554,russian,5.0,perfumes,"супер запах ,  очень хороший ,  понравиться ! 
"
1555,russian,5.0,perfumes,"парфюм отличный . 
"
1557,russian,5.0,perfumes,"оригинальный дух . запах невероятный . доставка быстрый ,  буквально час привозить 
"
1558,russian,5.0,perfumes,"духи оригинал . постоянно они пользоваться ,  поэтому знать . 
"
1559,russian,5.0,perfumes,"рекомендовать любимый аромат ,  соответствовать качественный дух )  нет замечание ,  супер 
"
1560,russian,5.0,perfumes,"стойкий запах . доставлять срок . быть заказывать . 
"
1561,russian,5.0,perfumes,"парфюм супер . запах обалдевать . доставка быстрый ,  час довезти . спасибо большой ,  быть заказывать каспи . кз ! 
"
1562,russian,5.0,perfumes,"запах приятный стойкий ! 
"
1563,russian,3.0,perfumes,"товар качественный ,  запах нестойкий ,  полдень . доставка нур - султан 2 день . 
"
1564,russian,5.0,perfumes,"самый любимый аромат . спасибо качественный товар быстрый доставка ! 
"
1565,russian,5.0,perfumes,"оперативный доставка ,  очень приятно иметь дело настоящий профессионал . благодарить каспи parfum - shop - kz . великолепный аромат ! 
"
1566,russian,5.0,perfumes,"запах очень хороший ! понравиться ,  спасибо ! 
"
1567,russian,2.0,perfumes,"нестойкий оказываться . 
"
1568,russian,5.0,perfumes,"спасибо каспи магазин возможность совершать покупка онлайн не выходить дома ! ну ,  хотеть сказать повод аромат просто супер ,  изумительный аромат ,  вкусненький ,  свеженький ,  цитрусовый взрыв . запах стойкий ,  изначально ,  прежде покупать ,  протестировать свой кожа аромат держаться 7 - 8 час ,  одежда ,  волос долго . общий ,  довольный покупка 
"
1570,russian,5.0,perfumes,"запах обалденный . заказывать ,  не пожалеть . спасибо каспи parfum - kz 
"
1571,russian,2.0,perfumes,"запах очень приятный стойкость 0 . хватать полдень максимум 
"
1572,russian,5.0,perfumes,"доставлять быстро . запах нестойкий (
"
1573,russian,5.0,perfumes,"спасибо большой ,  нравиться 
"
1574,russian,5.0,perfumes,"доставлять вовремя . запах шикарный ,  понравиться . спасибо каспи 
"
1575,russian,5.0,perfumes,"все довольный ,  спасибо магазин . 
"
1576,russian,4.0,perfumes,"доставка плохо работать отлично ,  запах быстро улетучиваться . 
"
1577,russian,1.0,perfumes,"очень долго ждать доставка .  2 неделя доставлять ! запах не стойкий . час хватить весь . 
"
1578,russian,1.0,perfumes,"вообще не стойкий ,  базар 
"
1579,russian,5.0,perfumes,"самый любимый запах . возможность рассрочка покупать то ,
"
1580,russian,5.0,perfumes,"давно пользоваться именно этот парфюм ,  запах очень стойкий . 
"
1581,russian,2.0,perfumes,"не очень стойкость ,  лишь 3 , 4 час ,  недовольный покупка такой деньги ! 
"
1582,russian,5.0,perfumes,"быстрый доставка . отличный качество . обалденный запах . 
"
1583,russian,5.0,perfumes,"спасибо огромный ! понравиться :  товар доставка высокий уровень ! 
"
1584,russian,5.0,perfumes,"понравиться ,  запах классный ,  стойкий 
"
1585,russian,5.0,perfumes,"очень довольный ,  дух классный ,  оригинал запах отличный ! 
"
1586,russian,5.0,perfumes,"кaspi . kz заказывать второй раз . очень быстрый доставка . спасибо . 
"
1587,russian,4.0,perfumes,"данный парфюм приобретать впервые каспи ,  очень порадовать себя ,  супруга случай день рождение . аромат довольно стойкий ,  очень неплохой ! 
"
1588,russian,5.0,perfumes,"заказывать парфюм ,  доставлять очень быстро ,  несколько час . запах стойкий ,  держаться долго . понравиться ,  спасибо . следовать вы )
"
1589,russian,5.0,perfumes,"прекрасный аромат 
"
1590,russian,5.0,perfumes,"спасибо большой магазин каспи возможность приобретать дух . курьер молодец ,  вежливый ,  доставлять вовремя . дух оригинал ,  запах стойкий . 
"
1591,russian,5.0,perfumes,"качество отличный ,  доставлять быстро . спасибо ,  очень довольный ,  принцип всегда . 
"
1592,russian,5.0,perfumes,"очень классный парфюм . очень понравиться . быстрый доставка . запах стойкий цена доступный . 
"
1594,russian,5.0,perfumes,"быстрый доставка ,  парфюм хороший . 
"
1595,russian,5.0,perfumes,"спасибо качество товар быстрый доставка магазин курьер ! очень довольный покупка ! каспи ,  спасибо возможность покупать товар рассрочка ! парфюм шикарный ,  оригинал ,  стойкий . 
"
1596,russian,5.0,perfumes,"шикарный запах ,  переход цветочный - ягодный кожаный ,  большой спасибо 
"
1597,russian,5.0,perfumes,"очень мощный аромат ! очень понравиться ! держаться неделя ,  шлейф невероятный ! 
"
1599,russian,1.0,perfumes,"быстрый доставка неделя пользоваться ,  запах нестойкий ! разочаровывать (
"
1600,russian,5.0,perfumes,"заказывать второй себя ,  запах одежда держаться неделя )  спасибо большой . 
"
1601,russian,5.0,perfumes,"стойкий ,  нравиться . 
"
1603,russian,5.0,perfumes,"получать срок . кроме это ,  давать адрес работа ,  однако доставка выпадать обеденный время ,  дома . курьер проблема привозить домой . спасибо каспи мон ,  говориться ,  человек . аромат держаться долго . 
"
1604,russian,5.0,perfumes,"суперский аромат ,  спасибо ,  все советовать )
"
1605,kazakh,5.0,perfumes,"қызметкерлері де өте жақсы ,  көңіл күйде жұмыс жасайд өте керемет иіс суы . өзіме алдым ,  иісі өте жақсы ,  ұзақ сақталады . рақмет 
"
1606,russian,5.0,perfumes,"самый хороший аромат 
"
1607,russian,5.0,perfumes,"доставка очень быстрый ! спасибо вы . вода шикарный ,  запах оставаться сам вечер ,  очень стойкий . 
"
1608,russian,5.0,perfumes,"супер ,  ожидание оправдываться )
"
1609,russian,5.0,perfumes,"товар соответствовать . доставлять вовремя . упаковывать mon ami . запах классный 
"
1610,russian,5.0,perfumes,"яркий ,  насыщенный аромат . большой флакон . все радовать . спасибо . 
"
1612,russian,5.0,perfumes,"достойный товар ,  хороший сервис . спасибо . 
"
1613,russian,5.0,perfumes,"нестойкий 
"
1614,russian,5.0,perfumes,"доставлять день рано . отлично упаковывать . стоять свой деньги . понравиться все . 
"
1615,russian,1.0,perfumes,"30 мл ,  отличный ,  думать купить 100 мл ,  пойти аллергия кожа . завод дешевый компонент становиться добавлять ,  непонятно ,  стоять флакон 
"
1616,russian,5.0,perfumes,"духи этот пользоваться рано ,  аромат соответствовать ,  стойкость соответствовать . очень хороший духи хороший цена . )  доставлять вовремя . претензия нет ни товар ,  ни магазин . 
"
1617,russian,5.0,perfumes,"любимый аромат ! стойкий ! очень довольный ! спасибо ! 
"
1618,russian,5.0,perfumes,"аромат супер ,  очень понравиться . спасибо ,  все советовать 
"
1619,russian,5.0,perfumes,"5 плюс 
"
1620,russian,5.0,perfumes,"отличный парфюм ,  доставка быстрый своевременный ,  пятерка 
"
1621,russian,5.0,perfumes,"любимый аромат )  качество отличный ,  аромат соответствовать . держаться долго )  спасибо ,  каспи магазин ! 
"
1622,russian,2.0,perfumes,"доставка быстрый ,  хлопоты . аромат довольно тяжелый ,  терпкий - сладкий ,  любитель 
"
1623,russian,5.0,perfumes,"прекрасно ,  отличный парфюм 
"
1624,russian,5.0,perfumes,"изумительно ,  нравиться ,  рекомендовать все 
"
1625,russian,5.0,perfumes,"советовать все очень понравиться парфюм нет 
"
1626,russian,5.0,perfumes,"спасибо доставка . аромат оригинальный ,  дизайн нравиться ,  запах классный . быстро нарекание доставлять ! спасибо каспи . 
"
1627,russian,5.0,perfumes,"аромат бесподобный ,  нежный ,  лето самый крутой запах . очень нравиться 
"
1628,russian,5.0,perfumes,"пользоваться давно это аромат . заканчиваться ,  не смочь находить продажа . случайно находить kaspi .  
 да рассрочка , % . доставка сделать 2 день . очень довольный аромат kaspi . нетерпение ждать ,  сделать новый заказ ! 
"
1629,russian,5.0,perfumes,"спасибо большой оперативный доставка . товар прибывать намного рано заявлять срок . каспи ,  молодец ! аромат нежный ,  приятный . не любить резкий запах ,  понравиться . напоминать аромат мой детство . 
"
1630,russian,5.0,perfumes,"запах потрясать ,  не ожидать . 
"
1631,russian,5.0,perfumes,"равно спасибо )  запах очень классный ,  реально стоить свой деньги ! день ждать доставка  :(
"
1632,russian,5.0,perfumes,"такой цена запах шикарный не особо стойкий 
"
1633,russian,5.0,perfumes,"запах шикарный ,  быстро привозить ,  спасибо )
"
1634,russian,5.0,perfumes,"запах нравиться очень многий ,  мужчина ,  женщина . думать ,  облегчать версия вода женский вариант ,  становиться мой любимый вода долгий год . запах просто потрясать . яркий ,  бодрящий ,  сразу подымать настроение . 
"
1635,russian,5.0,perfumes,"давно пользоваться это аромат ,  мочь сказать один супер 
"
1636,russian,1.0,perfumes,"вообще не брать ! нестойкий вообще !  2 час запах не хватать 
"
1637,russian,5.0,perfumes,"приятный запах ,  долго держиться . дух оригиналные . 
"
1638,russian,5.0,perfumes,"классный запах ,  купить муж ! 
"
1639,russian,5.0,perfumes,"друг ,  честно признаваться ,  не ожидать такой  "" вау "" . качество просто супер ,  аромат дерзкий ,  очень долго держаться . рекомендовать ,  друг ,  не пожалеть . 
"
1640,russian,1.0,perfumes,"что-то запах не стойкий . выветриваться 10 минута нанесение 
"
1641,russian,5.0,perfumes,"запах очень крутой не резкий ,  стойка . курьер отличный ,  рано время привозить . нет минус . 
"
1642,russian,4.0,perfumes,"запах приятный 
"
1644,russian,5.0,perfumes,"качество супер ,  пользоваться 7 год . все советовать ! 
"
1645,kazakh,5.0,perfumes,"өте жақсы ,  балам ұнады 
"
1646,russian,5.0,perfumes,"понравиться . аромат свежий ,  стойкий 
"
1647,russian,5.0,perfumes,"запах очень хороший ,  мы понравиться ,  бодрящий ,  стойкий ,  товар стоять свой деньги . 
"
1648,russian,5.0,perfumes,"супер 
"
1649,russian,5.0,perfumes,"товар стоять свой деньги ,  устраивать ,  доставка вовремя ,  звонить уточнять ,  отлично . 
"
1650,russian,5.0,perfumes,"парфюм понравиться ,  запах классный ,  советовать 
"
1651,russian,5.0,perfumes,"сын понравиться . хотеться много нишева парфюмерия ,  рассрочка удобно приобретать качественный парфюм . спасибо 
"
1652,russian,5.0,perfumes,"рекомендовать ! товар приходить быстро ,  аккуратно упаковывать . понравиться . 
"
1653,russian,5.0,perfumes,"супер 
"
1654,russian,5.0,perfumes,"супер ! 
"
1656,russian,5.0,perfumes,"доставлять следующий день заказ очень стойкий аромат 
"
1657,russian,5.0,perfumes,"прекрасно . парфюм отличный . благодарить ! 
 все высокий уровень . 
"
1658,russian,5.0,perfumes,"супер ! классный . стойкий аромат . 
"
1659,russian,5.0,perfumes,"товар ,  предполагаться хороший ,  доставка никакой 
"
1660,kazakh,5.0,perfumes,"керемет ,  алдында болған тағыда алдым . иесі жақсы екен . 
"
1662,russian,5.0,perfumes,"все нравиться . 
"
1663,russian,1.0,perfumes,"запах нестойкий ,  разочаровывать 
"
1664,russian,5.0,perfumes,"запах нормальный ,  оставаться стирка )
"
1666,russian,5.0,perfumes,"запах очень легкий приятный . рекомендовать ,  не пожалеть . брать муж качество подарок ,  муж довольный . 
"
1667,russian,5.0,perfumes,"заказывать сын день рождение ,  запах понравиться . 
"
1668,russian,5.0,perfumes,"как-то давать пробник парфюм ,  не проходить год приобретать полный объем нарекание нет 
"
1669,russian,5.0,perfumes,"супер аромат ! энергия ,  молодость легкость ! 
"
1670,russian,5.0,perfumes,"быстрый доставка ,  хороший аромат . покупка довольный 
"
1672,russian,5.0,perfumes,"отличный запах 
"
1674,russian,5.0,perfumes,"аромат держаться ,  шлейф быть ,  значить не подделка . 
"
1675,russian,5.0,perfumes,"запах отличный ,  долго держаться . 
"
1676,russian,5.0,perfumes,"пользоваться это аромат 10 год ,  пробовать использовать другой ,  возвращаться он . сначала кажется резкий ,  улетучиваться немного ,  просто великолепный . рекомендовать . 
"
1677,russian,5.0,perfumes,"аромат самый - самый хороший ! главное ,  стойкий 
"
1680,russian,5.0,perfumes,"отличный аромат ! 
"
1681,russian,5.0,perfumes,"понравиться весь :  доставка приходить рано ,  аромат просто супер ! огромный спасибо каспи такой прекрасный возможность 
"
1682,russian,5.0,perfumes,"сервис обслуживание высота ,  быстро . очень стойкий запах ,  не пожалеть ! 
"
1683,russian,5.0,perfumes,"любимый парфюм ,  довольный заказ рад ,  взять скидка 
"
1684,russian,5.0,perfumes,"дизайн ,  запах ,  просто класс ! 
"
1685,russian,5.0,perfumes,"шикарный аромат ,  пользоваться 5 год . 
"
1686,russian,5.0,perfumes,"спасибо каспи . хороший духи ,  очень долго пользоваться ,  товар отличный очень стойкий хороший аромат . понравиться  
"
1688,russian,5.0,perfumes,"описывать parfum . kz . аромат же ,  несколько год назад . ненавязчивый . 
"
1689,russian,5.0,perfumes,"аромат бомба !  
 слово нет ,  один эмоция !  
 первый брать дочь подарок именно аромат !  
 превосходно ! 
"
1690,russian,5.0,perfumes,"шикарный запах 
"
1691,russian,2.0,perfumes,"не понравиться ,  запах не стойкий 
"
1692,russian,5.0,perfumes,"этот аромат пользоваться не первый раз . не подводить . аромат же ,  запах устойчивый ,  очень долго держаться . общий ,  отлично . спасибо 
"
1693,russian,5.0,perfumes,"неплохой парфюм ,  стойкий 
"
1694,russian,5.0,perfumes,"нежный ,  приятный ,  пудровый аромат . 
"
1695,russian,2.0,perfumes,"нестойкий 
"
1697,russian,5.0,perfumes,"запах духи устойчивый ! рад ,  не ошибаться выбор запах ! 
"
1698,russian,5.0,perfumes,"обожать аромат . зимний . рекомендовать 
"
1699,russian,5.0,perfumes,"супер стойкий запах ,  дальнейший хотеть заказывать . 
"
1700,russian,5.0,perfumes,"спасибо kaspi . kz ,  вводить рассрочка парфюмерия ! супер ! давно не мочь находить город аромат ! 
"
1701,russian,5.0,perfumes,"супер ! быть еще заказывать ! любимый аромат ! спасибо быстрый доставка ! очень удобно заказывать каспи . кз . 
"
1702,russian,5.0,perfumes,"любимый парфюм ! спасибо продавец ,  курьер . приходить рано ,  заявлять . все ока ! 
"
1703,russian,1.0,perfumes,"быстрый доставка запах не стойкий 
"
1704,russian,5.0,perfumes,"хороший ,  нежный запах 
"
1705,russian,5.0,perfumes,"хорошо . качество цена . 
"
1706,russian,5.0,perfumes,"очень понравиться запах ,  доставлять быстро . советовать товар ,  очень классный 
"
1707,russian,5.0,perfumes,"дерзкий ! 
"
1708,russian,5.0,perfumes,"доставлять очень быстро ,  спасибо ! шикарный аромат ,  стойкий . 
"
1709,russian,1.0,perfumes,"аромат пахнуть мужской 
"
1710,russian,3.0,perfumes,"доставка быстрый ,  удобно очень . запах не соответствовать описание . не пользоваться . 
"
1711,russian,5.0,perfumes,"byredo blansh интеллигентный ,  утонченный уютный аромат . запах свежесть ,  выстиранность выглаженность ,  дорогой мыло . несмотря то ,  стоять люксовый аромат ,  все-таки купить . не пожалеть любовь ! 
"
1712,russian,5.0,perfumes,"очень приятный запах ,  очень стойкий . парень очень понравиться . все довольный . спасибо каспи . 
"
1713,russian,5.0,perfumes,"аромат покупать муж ,  оставаться довольный . 
"
1715,russian,5.0,perfumes,"запах очень стойкий ,  понравиться . спасибо ! 
"
1716,russian,5.0,perfumes,"запах не стойкий ,  вода . 
 а парфюм очень классный ! 
"
1717,russian,5.0,perfumes,"спасибо каспи ,  очень удобный услуга . процветать . качество супер . аромат очень понравиться ,  устойчивый . 
"
1718,russian,5.0,perfumes,"духи классный ,  пользоваться второй год ! запах узнаваемый ,  окружающий нравиться ! 
"
1719,russian,5.0,perfumes,"привозить течение 3 - 4 день ,  дух стойкий ,  очень нравиться ,  спасибо ! 
"
1720,russian,5.0,perfumes,"очень стойкий аромат . оригинальный ,  качество отличный . 
"
1721,russian,5.0,perfumes,"запах супер . стойкий ! 
"
1722,russian,1.0,perfumes,"нестойкий аромат ,  вообще не понравиться ! 
"
1723,russian,5.0,perfumes,"оригинальный парфюм ! потрясать запах 
"
1725,russian,5.0,perfumes,"запах отличный . мало . 
"
1726,russian,5.0,perfumes,"отличный . стойкость супер . 
"
1727,russian,5.0,perfumes,"шикарный ,  стойкий аромат ,  очень довольный супер . 
"
1729,russian,3.0,perfumes,"аромат нормальный ,  не стойкий . 
"
1730,russian,2.0,perfumes,"не стойкий запах . 
"
1731,russian,5.0,perfumes,"доставка вовремя ! спасибо ,  ваш услуга пользоваться не первый раз ! аромат суперский ! довольный ! 
"
1732,russian,5.0,perfumes,"товар отличный . думать ,  запах резкий . нет ,  очень понравиться . 
"
1733,russian,5.0,perfumes,"качество отличный ,  быстрый доставка ,  очень вежливый курьер . спасибо ! 
"
1734,russian,2.0,perfumes,"сожаление ,  запах нестойкий . 
"
1735,russian,5.0,perfumes,"шикарный ,  неповторимый аромат ! быстрый доставка 
"
1736,russian,5.0,perfumes,"мы понравиться ,  класс . покупать ,  не пожелеть 
"
1737,russian,5.0,perfumes,"все понравиться . быстрый доставка 
"
1738,russian,5.0,perfumes,"обожать аромат . впервые купить 2005 год тот пора любовь . особенно весна они пользоваться самый раз . 
"
1739,russian,1.0,perfumes,"не советовать такой деньги ,  вообще ужас вообще нестойкий аромат ! 
"
1740,russian,5.0,perfumes,"классный парфюм ! настоящий ! 
"
1741,russian,5.0,perfumes,"привозить курьер товар ,  шок ,  идеально ! огромный коробка мон ,  внутри пакетик мон ,  товар ! запах впервые приобретать ,  голд . впервые ,  очень довольный ! 
"
1742,russian,2.0,perfumes,"запах отличный . взять парфюм ,  стоимость ноль . час нет ни тело ,  ни одежда . жаль ,  туалетка взять ,  который раз дешево . 
"
1743,russian,5.0,perfumes,"супер аромат ,  быстро получать свой заказ . 
"
1744,russian,5.0,perfumes,"парфюм очень приятный ,  нежный ,  стойкий . то ,  долго искать . один слово ,  мой !!! 
"
1745,russian,5.0,perfumes,"великолепный аромат ,  любовь первый взгляд ! быстрый доставка ,  приходить упаковывать . рекомендовать ! 
"
1746,russian,5.0,perfumes,"быстро аккуратно . шикарный аромат ,  спасибо большой . 
"
1747,russian,5.0,perfumes,"супер 
"
1748,russian,5.0,perfumes,"парфюм понравиться ,  искать вишня аромат ,  находить ,  сладкий ,  ягодный горчинка ,  база кислить ,  очень позитивный ,  девочковый 
"
1749,russian,4.0,perfumes,"заказывать аромат пользоваться относительно недавно . аромат нравиться .  
 спасибо каспи . кз то ,  иметь возможность покупать рассрочка аромат уход . стойкость аромат испытываться ! )
"
1750,russian,1.0,perfumes,"заказывать не быть . запах вообще нестойкий ,  ожидать больший такой деньги . 
"
1751,russian,5.0,perfumes,"классный парфюм ,  влюбляться . штрихкод ,  быть .  100 %  оригинал . 
"
1753,russian,5.0,perfumes,"запах отличный ,  жена понравиться . 
"
1754,russian,5.0,perfumes,"духи хороший . курьер очень грубый ,  нет уважение взрослый . хотеть заказывать еще ,  не знать ,  какой следующий курьер . 
"
1756,russian,5.0,perfumes,"отличный парфюм . стойкий 
"
1757,russian,5.0,perfumes,"хороший духи . очень понравиться аромат . спасибо 
"
1758,russian,5.0,perfumes,"хороший ,  не мой . 
"
1759,russian,5.0,perfumes,"запах сводить ум )  супер ! 
"
1760,russian,5.0,perfumes,"супер 
"
1762,russian,5.0,perfumes,"любимый аромат . держаться долго . рекомендовать 
"
1763,russian,5.0,perfumes,"очень хороший стойкий аромат 
"
1764,russian,5.0,perfumes,"запах шикарный ! 
"
1765,russian,5.0,perfumes,"отличный туалетный вода ,  шлейф 4 - 5 час 
"
1766,russian,5.0,perfumes,"все советовать ,  такой цена более . запах держаться где-то 5 - 6 час . 
"
1767,russian,5.0,perfumes,"шикарно ! классный парфюм . 
"
1769,russian,5.0,perfumes,"понравиться . товар приходить быстро заявлять срок . спасибо большой . 
"
1770,russian,5.0,perfumes,"аромат понравиться ,  ненавязчивый ,  сладкий карамель . доставка рано заявлять срок ,  отлично . 
"
1771,russian,5.0,perfumes,"парфюм оригинальный ,  доставлять рано заявлять срок . красивый аромат мягкий шлейф . бархатный замша ,  томный роза сладковатый карамель ... очень нравиться ! 
"
1772,russian,1.0,perfumes,"пустышка большой деньги . очень - очень разочаровывать товар ,  качество . думать ,  не оригинал . не знать ,  такой деньги выкидывать ... 
"
1773,russian,1.0,perfumes,"парфюм нестойкий ,  качество огорчать 
"
1774,russian,5.0,perfumes,"то ,  кто казаться ,  аромат нестойкий ,  не ощущаться ,  не слышать специфика парфюм . мочь вообще не замечать ,  зато окружать очень понравиться запах . очень быстро доставлять . запах оригинальный ,  отличный . 
"
1775,russian,5.0,perfumes,"духи доставлять очень быстро ! все советовать магазин parfum - shop - kz ! качество отличный . 
"
1776,russian,4.0,perfumes,"запах классный не очень стойкий 
"
1777,russian,5.0,perfumes,"хороший парфюм . стойкий запах . быть далеко заказывать . 
"
1778,russian,5.0,perfumes,"запах отличный . стойкий . 
"
1779,russian,4.0,perfumes,"заказывать 2 разный аромат ,  приходить одинаковый флакон . путаться ,  они )  показываться странный . аромат стойкий ,  приятный . цвет флакон обычный серебристый ,  не розовый . 
"
1780,russian,5.0,perfumes,"очень крутой запах ,  оставаться надолго 
"
1781,russian,5.0,perfumes,"доставка день . запах отличный ,  любитель ,  ряд пряный ,  запах мера стойкий ! общий ,  понравиться ,  работа нормально ! неточный описание ,  запах семейство пряный ! 
"
1782,russian,5.0,perfumes,"хороший парфюм 
"
1783,russian,5.0,perfumes,"этот духи не первый пользоваться ,  очень нравиться . спасибо каспи банк ,  рассрочка брать . доставка должный 26 доставлять 17 число . спасибо курьер ,  быстро доставлять 
"
1784,russian,5.0,perfumes,"бесподобный ! шлейф очень стойкий ! 
"
1785,russian,5.0,perfumes,"упаковка вообще шикарный . 
 запах очень понравиться . 
"
1786,russian,5.0,perfumes,"доставка рано указанный очень приятный дух . рекомендовать 
"
1788,russian,5.0,perfumes,"запах отличный ,  супруга нравиться 
"
1789,russian,5.0,perfumes,"стойкость 6 - 8 час . отличный ,  яркий аромат ! доставка рано заявлять срок . 
"
1790,russian,5.0,perfumes,"стойкий 
"
1791,russian,4.0,perfumes,"доставка приходить быстро ,  предполагаться очень вкусный ,  легкий запах . напоминать  "" ангел демон "" . спасибо каспи возможность наслаждаться 
"
1792,russian,5.0,perfumes,"очень классный аромат . 
"
1793,russian,5.0,perfumes,"считать хороший приобретение запах просто шикарный 
"
1794,russian,5.0,perfumes,"аромат очень насыщенный ,  густой ,  дымный ,  смольный ,  чуть-чуть пудровость заметный ,  скоро все ,  ирис ,  примерно 25+ подходить . сидеть близко кожа ,  одежда слетать быстро ,  кожа держаться час 4 . шлейф умеренный недолгий ,  конечно ,  половина флакон не выливать себя ,  походить  "" химический атака "" . )  стойкость ,  стоять концентрация edp ,  держаться не 4 - 5 час кожа . аромат не мужчина милый женственный внешность . настоящий парфюмерный вода ,  нет тот химозность ,  дешевый edt . рекомендовать покупка . товар качественный ,  оригинальный . очень упаковывать . не находить . 
"
1795,russian,5.0,perfumes,"очень довольный ! супер аромат ,  очень понравиться мой родные ,  стойкий запах . очень рад !  
 спасибо ,  каспи ! 
"
1796,russian,5.0,perfumes,"действительно заметный аромат )
"
1797,russian,5.0,perfumes,"понравиться все доставка ,  парфюм ! спасибо большой магазин сулу каспи . очень рад ,  такой возможность купить качественный парфюм рассрочка ! рахмет ! 
"
1798,russian,5.0,perfumes,"оригинал ! восторг 
"
1799,russian,5.0,perfumes,"большой спасибо каспи такой возможность . отдельный спасибо девочка магазин sulu . kz восторг молекула 02 . запах необычный по-своему . очень рад ,  заказывать данный парфюм . 
"
1800,russian,5.0,perfumes,"не сталкиваться ранее этот аромат ,  поэтому возникать вопрос качество ребята развеивать сомнение ,  объяснять летний настроение . 
"
1801,russian,5.0,perfumes,"отличный качество . эксклюзивный аромат стильный человек . унисекс 
"
